"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2867","[LOGIN] - Verify that user can not login with both an invalid username and an invalid password.","firefox","Sat Aug 30 06:29:42 UTC 2025","passed","Sat Aug 30 06:29:44 UTC 2025","Invalid login tests","login-module.spec.ts","",""
"","3579","[LOGIN] - Verify user can not login with valid username but invalid password.","webkit","Sat Aug 30 06:29:47 UTC 2025","passed","Sat Aug 30 06:29:50 UTC 2025","Invalid login tests","login-module.spec.ts","",""
"","3063","[LOGIN] - Verify that user can not login with both an invalid username and an invalid password.","chromium","Sat Aug 30 06:29:33 UTC 2025","passed","Sat Aug 30 06:29:37 UTC 2025","Invalid login tests","login-module.spec.ts","",""
"","2839","Global setup for saving login authentication state","Setup","Sat Aug 30 06:29:30 UTC 2025","passed","Sat Aug 30 06:29:32 UTC 2025","","global.setup.ts","",""
"","9205","[PIM] - Verify new employee is added successfully under the PIM module","firefox","Sat Aug 30 06:29:44 UTC 2025","passed","Sat Aug 30 06:29:54 UTC 2025","","pim-module.spec.ts","",""
"","3194","[LOGIN] - Verify that user can login with valid username and password.","webkit","Sat Aug 30 06:29:50 UTC 2025","passed","Sat Aug 30 06:29:53 UTC 2025","","login-module.spec.ts","",""
"","9871","[PIM] - Verify new employee is added successfully under the PIM module","chromium","Sat Aug 30 06:29:37 UTC 2025","passed","Sat Aug 30 06:29:47 UTC 2025","","pim-module.spec.ts","",""
"","3393","Verify Orange HRM logo and the left hand navigation panel should be displayed correctly.","chromium","Sat Aug 30 06:29:33 UTC 2025","passed","Sat Aug 30 06:29:37 UTC 2025","","left-navigation-module.spec.ts","",""
"","3477","[LOGIN] - Verify user can not login with invalid username and valid password.","chromium","Sat Aug 30 06:29:33 UTC 2025","passed","Sat Aug 30 06:29:37 UTC 2025","Invalid login tests","login-module.spec.ts","",""
"","3485","[LOGIN] - Verify user can not login with valid username but invalid password.","firefox","Sat Aug 30 06:29:38 UTC 2025","passed","Sat Aug 30 06:29:41 UTC 2025","Invalid login tests","login-module.spec.ts","",""
"","3458","[LOGIN] - Verify user can not login with valid username but invalid password.","chromium","Sat Aug 30 06:29:33 UTC 2025","passed","Sat Aug 30 06:29:37 UTC 2025","Invalid login tests","login-module.spec.ts","",""
"","2827","[LOGIN] - Verify user can not login with invalid username and valid password.","firefox","Sat Aug 30 06:29:42 UTC 2025","passed","Sat Aug 30 06:29:45 UTC 2025","Invalid login tests","login-module.spec.ts","",""
"","3611","[LOGIN] - Verify that user can login with valid username and password.","firefox","Sat Aug 30 06:29:42 UTC 2025","passed","Sat Aug 30 06:29:46 UTC 2025","","login-module.spec.ts","",""
"","2980","[LOGIN] - Verify user can not login with invalid username and valid password.","webkit","Sat Aug 30 06:29:48 UTC 2025","passed","Sat Aug 30 06:29:51 UTC 2025","Invalid login tests","login-module.spec.ts","",""
"","2653","[LOGIN] - Verify that user can not login with both an invalid username and an invalid password.","webkit","Sat Aug 30 06:29:49 UTC 2025","passed","Sat Aug 30 06:29:52 UTC 2025","Invalid login tests","login-module.spec.ts","",""
"","8295","[PIM] - Verify new employee is added successfully under the PIM module","webkit","Sat Aug 30 06:29:51 UTC 2025","passed","Sat Aug 30 06:30:00 UTC 2025","","pim-module.spec.ts","",""
"","3661","[LOGIN] - Verify that user can login with valid username and password.","chromium","Sat Aug 30 06:29:37 UTC 2025","passed","Sat Aug 30 06:29:40 UTC 2025","","login-module.spec.ts","",""
"","3860","Verify Orange HRM logo and the left hand navigation panel should be displayed correctly.","firefox","Sat Aug 30 06:29:38 UTC 2025","passed","Sat Aug 30 06:29:42 UTC 2025","","left-navigation-module.spec.ts","",""
"","3181","Verify Orange HRM logo and the left hand navigation panel should be displayed correctly.","webkit","Sat Aug 30 06:29:46 UTC 2025","passed","Sat Aug 30 06:29:49 UTC 2025","","left-navigation-module.spec.ts","",""
