"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","[BOOKING] - Verify user is able to partially update an existing booking using patch API","apiTests","Wed Jun 11 15:13:29 UTC 2025","failed","Wed Jun 11 15:13:29 UTC 2025","","../api-tests/restful-booker-module.spec.ts","",""
"","510","[BOOKING] - Verify user is able to fetch all booking Ids using get API","apiTests","Wed Jun 11 15:13:27 UTC 2025","passed","Wed Jun 11 15:13:28 UTC 2025","","../api-tests/restful-booker-module.spec.ts","",""
"","429","[BOOKING] - Verify user is able to fetch a booking details by Id using get API","apiTests","Wed Jun 11 15:13:27 UTC 2025","passed","Wed Jun 11 15:13:28 UTC 2025","","../api-tests/restful-booker-module.spec.ts","",""
"","385","[BOOKING] - Verify user is able to delete an existing booking using delete API","apiTests","Wed Jun 11 15:13:29 UTC 2025","failed","Wed Jun 11 15:13:29 UTC 2025","","../api-tests/restful-booker-module.spec.ts","",""
"","417","[BOOKING] - Verify user is able to create new booking using post API","apiTests","Wed Jun 11 15:13:27 UTC 2025","passed","Wed Jun 11 15:13:28 UTC 2025","","../api-tests/restful-booker-module.spec.ts","",""
"","35","[BOOKING] - Verify user is able to update an existing booking using put API","apiTests","Wed Jun 11 15:13:29 UTC 2025","failed","Wed Jun 11 15:13:29 UTC 2025","","../api-tests/restful-booker-module.spec.ts","",""
